household_id,ea_id,saq14,pw_w5,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,s8q01,s8q02,s8q03,s8q04,s8q05,s8q06,s8q06a,s8q07,s8q07a,s8q08,s8q08a
140301010300138059,140301010300138,2. Urban,2831.603515625,14. Addis Ababa,03,01,01,03,001,38,059,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140301010300138075,140301010300138,2. Urban,419.930908203125,14. Addis Ababa,03,01,01,03,001,38,075,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140301010300138083,140301010300138,2. Urban,141.06484985351562,14. Addis Ababa,03,01,01,03,001,38,083,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140301010300138091,140301010300138,2. Urban,263.14996337890625,14. Addis Ababa,03,01,01,03,001,38,091,4,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,2. NO,,2. NO,
140301010300138099,140301010300138,2. Urban,2248.986572265625,14. Addis Ababa,03,01,01,03,001,38,099,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140301010300138107,140301010300138,2. Urban,1448.2479248046875,14. Addis Ababa,03,01,01,03,001,38,107,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140301010300138123,140301010300138,2. Urban,1720.4715576171875,14. Addis Ababa,03,01,01,03,001,38,123,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300315001,140303010300315,2. Urban,1622.975830078125,14. Addis Ababa,03,03,01,03,003,15,001,6,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,3. Sometimes (3-10 times),1. YES,4. Often (more than 10 times)
140303010300315011,140303010300315,2. Urban,1651.9927978515625,14. Addis Ababa,03,03,01,03,003,15,011,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300315021,140303010300315,2. Urban,128.60928344726562,14. Addis Ababa,03,03,01,03,003,15,021,6,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,,1. YES,3. Sometimes (3-10 times),2. NO,
140303010300315031,140303010300315,2. Urban,1469.97216796875,14. Addis Ababa,03,03,01,03,003,15,031,3,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,2. NO,,2. NO,
140303010300315041,140303010300315,2. Urban,1953.994140625,14. Addis Ababa,03,03,01,03,003,15,041,5,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,,2. NO,,2. NO,
140303010300315051,140303010300315,2. Urban,445.1264343261719,14. Addis Ababa,03,03,01,03,003,15,051,5,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3. Sometimes (3-10 times),1. YES,3. Sometimes (3-10 times),2. NO,
140303010300315071,140303010300315,2. Urban,126.7590560913086,14. Addis Ababa,03,03,01,03,003,15,071,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300315081,140303010300315,2. Urban,474.5622253417969,14. Addis Ababa,03,03,01,03,003,15,081,4,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,98. Don’t Know,1. YES,98. Don’t Know
140303010300315091,140303010300315,2. Urban,1657.023193359375,14. Addis Ababa,03,03,01,03,003,15,091,7,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,,2. NO,,2. NO,
140303010300315101,140303010300315,2. Urban,1223.5003662109375,14. Addis Ababa,03,03,01,03,003,15,101,8,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300315121,140303010300315,2. Urban,565.74688720703125,14. Addis Ababa,03,03,01,03,003,15,121,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300315141,140303010300315,2. Urban,1102.794921875,14. Addis Ababa,03,03,01,03,003,15,141,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300329004,140303010300329,2. Urban,788.30633544921875,14. Addis Ababa,03,03,01,03,003,29,004,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300329005,140303010300329,2. Urban,2719.482421875,14. Addis Ababa,03,03,01,03,003,29,005,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300329016,140303010300329,2. Urban,1423.099365234375,14. Addis Ababa,03,03,01,03,003,29,016,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300329028,140303010300329,2. Urban,2540.79345703125,14. Addis Ababa,03,03,01,03,003,29,028,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300329040,140303010300329,2. Urban,1938.2781982421875,14. Addis Ababa,03,03,01,03,003,29,040,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300329064,140303010300329,2. Urban,986.86053466796875,14. Addis Ababa,03,03,01,03,003,29,064,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300329076,140303010300329,2. Urban,3611.723388671875,14. Addis Ababa,03,03,01,03,003,29,076,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300329088,140303010300329,2. Urban,1839.801025390625,14. Addis Ababa,03,03,01,03,003,29,088,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300329124,140303010300329,2. Urban,954.11614990234375,14. Addis Ababa,03,03,01,03,003,29,124,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300329136,140303010300329,2. Urban,1722.4761962890625,14. Addis Ababa,03,03,01,03,003,29,136,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140303010300329148,140303010300329,2. Urban,980.317138671875,14. Addis Ababa,03,03,01,03,003,29,148,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140305010300533013,140305010300533,2. Urban,175.47463989257812,14. Addis Ababa,03,05,01,03,005,33,013,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140305010300533026,140305010300533,2. Urban,491.59454345703125,14. Addis Ababa,03,05,01,03,005,33,026,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140305010300533039,140305010300533,2. Urban,777.541015625,14. Addis Ababa,03,05,01,03,005,33,039,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140305010300533052,140305010300533,2. Urban,1516.5963134765625,14. Addis Ababa,03,05,01,03,005,33,052,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140305010300533065,140305010300533,2. Urban,1017.7009887695312,14. Addis Ababa,03,05,01,03,005,33,065,2,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140305010300533078,140305010300533,2. Urban,332.4103698730469,14. Addis Ababa,03,05,01,03,005,33,078,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140305010300533091,140305010300533,2. Urban,177.26614379882812,14. Addis Ababa,03,05,01,03,005,33,091,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140305010300533117,140305010300533,2. Urban,1344.805908203125,14. Addis Ababa,03,05,01,03,005,33,117,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140305010300533130,140305010300533,2. Urban,2118.993896484375,14. Addis Ababa,03,05,01,03,005,33,130,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140305010300533143,140305010300533,2. Urban,1176.4022216796875,14. Addis Ababa,03,05,01,03,005,33,143,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140305010300533156,140305010300533,2. Urban,1392.380615234375,14. Addis Ababa,03,05,01,03,005,33,156,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140305010300533169,140305010300533,2. Urban,299.1674499511719,14. Addis Ababa,03,05,01,03,005,33,169,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140305010300533195,140305010300533,2. Urban,1123.004638671875,14. Addis Ababa,03,05,01,03,005,33,195,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140307010300706006,140307010300706,2. Urban,1670.2772216796875,14. Addis Ababa,03,07,01,03,007,06,006,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140307010300706014,140307010300706,2. Urban,1745.39599609375,14. Addis Ababa,03,07,01,03,007,06,014,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140307010300706030,140307010300706,2. Urban,497.4771423339844,14. Addis Ababa,03,07,01,03,007,06,030,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140307010300706046,140307010300706,2. Urban,1248.5147705078125,14. Addis Ababa,03,07,01,03,007,06,046,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140307010300706054,140307010300706,2. Urban,1982.2808837890625,14. Addis Ababa,03,07,01,03,007,06,054,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140307010300706078,140307010300706,2. Urban,108.98240661621094,14. Addis Ababa,03,07,01,03,007,06,078,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140307010300706086,140307010300706,2. Urban,109.9078369140625,14. Addis Ababa,03,07,01,03,007,06,086,12,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140307010300706094,140307010300706,2. Urban,989.08880615234375,14. Addis Ababa,03,07,01,03,007,06,094,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140307010300706102,140307010300706,2. Urban,355.2340087890625,14. Addis Ababa,03,07,01,03,007,06,102,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913005,140309010300913,2. Urban,1570.27587890625,14. Addis Ababa,03,09,01,03,009,13,005,5,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913016,140309010300913,2. Urban,990.74859619140625,14. Addis Ababa,03,09,01,03,009,13,016,6,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913027,140309010300913,2. Urban,1207.5775146484375,14. Addis Ababa,03,09,01,03,009,13,027,2,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913038,140309010300913,2. Urban,815.4652099609375,14. Addis Ababa,03,09,01,03,009,13,038,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913049,140309010300913,2. Urban,1327.203369140625,14. Addis Ababa,03,09,01,03,009,13,049,8,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913060,140309010300913,2. Urban,2147.091796875,14. Addis Ababa,03,09,01,03,009,13,060,4,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913071,140309010300913,2. Urban,113.69976806640625,14. Addis Ababa,03,09,01,03,009,13,071,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913082,140309010300913,2. Urban,1679.982666015625,14. Addis Ababa,03,09,01,03,009,13,082,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913093,140309010300913,2. Urban,515.376953125,14. Addis Ababa,03,09,01,03,009,13,093,5,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913104,140309010300913,2. Urban,764.1202392578125,14. Addis Ababa,03,09,01,03,009,13,104,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913115,140309010300913,2. Urban,1911.6490478515625,14. Addis Ababa,03,09,01,03,009,13,115,6,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913126,140309010300913,2. Urban,1762.257568359375,14. Addis Ababa,03,09,01,03,009,13,126,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913137,140309010300913,2. Urban,1001.5206909179687,14. Addis Ababa,03,09,01,03,009,13,137,6,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913148,140309010300913,2. Urban,440.81573486328125,14. Addis Ababa,03,09,01,03,009,13,148,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140309010300913159,140309010300913,2. Urban,847.174072265625,14. Addis Ababa,03,09,01,03,009,13,159,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140311010301140009,140311010301140,2. Urban,643.43621826171875,14. Addis Ababa,03,11,01,03,011,40,009,5,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140311010301140019,140311010301140,2. Urban,406.4796447753906,14. Addis Ababa,03,11,01,03,011,40,019,4,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140311010301140028,140311010301140,2. Urban,1531.13134765625,14. Addis Ababa,03,11,01,03,011,40,028,4,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140311010301140029,140311010301140,2. Urban,1893.858642578125,14. Addis Ababa,03,11,01,03,011,40,029,4,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140311010301140048,140311010301140,2. Urban,3401.78857421875,14. Addis Ababa,03,11,01,03,011,40,048,6,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140311010301140049,140311010301140,2. Urban,1067.9107666015625,14. Addis Ababa,03,11,01,03,011,40,049,4,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140311010301140078,140311010301140,2. Urban,1808.68896484375,14. Addis Ababa,03,11,01,03,011,40,078,6,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140311010301140088,140311010301140,2. Urban,2267.6572265625,14. Addis Ababa,03,11,01,03,011,40,088,4,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140311010301140098,140311010301140,2. Urban,2533.83349609375,14. Addis Ababa,03,11,01,03,011,40,098,4,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140311010301140118,140311010301140,2. Urban,288.77117919921875,14. Addis Ababa,03,11,01,03,011,40,118,4,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140311010301140128,140311010301140,2. Urban,3613.535400390625,14. Addis Ababa,03,11,01,03,011,40,128,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140311010301140148,140311010301140,2. Urban,2145.06201171875,14. Addis Ababa,03,11,01,03,011,40,148,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140311010301140158,140311010301140,2. Urban,1999.9134521484375,14. Addis Ababa,03,11,01,03,011,40,158,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140313010301371012,140313010301371,2. Urban,2072.6142578125,14. Addis Ababa,03,13,01,03,013,71,012,7,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140313010301371023,140313010301371,2. Urban,1625.7855224609375,14. Addis Ababa,03,13,01,03,013,71,023,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140313010301371045,140313010301371,2. Urban,2110.840087890625,14. Addis Ababa,03,13,01,03,013,71,045,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140313010301371056,140313010301371,2. Urban,119.88129425048828,14. Addis Ababa,03,13,01,03,013,71,056,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140313010301371067,140313010301371,2. Urban,250.7585906982422,14. Addis Ababa,03,13,01,03,013,71,067,9,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140313010301371078,140313010301371,2. Urban,1185.0069580078125,14. Addis Ababa,03,13,01,03,013,71,078,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140313010301371089,140313010301371,2. Urban,1030.7100830078125,14. Addis Ababa,03,13,01,03,013,71,089,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140313010301371100,140313010301371,2. Urban,1042.9036865234375,14. Addis Ababa,03,13,01,03,013,71,100,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140313010301371111,140313010301371,2. Urban,1138.083984375,14. Addis Ababa,03,13,01,03,013,71,111,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140313010301371122,140313010301371,2. Urban,113.54358673095703,14. Addis Ababa,03,13,01,03,013,71,122,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140313010301371133,140313010301371,2. Urban,1271.480224609375,14. Addis Ababa,03,13,01,03,013,71,133,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140313010301371144,140313010301371,2. Urban,1431.1431884765625,14. Addis Ababa,03,13,01,03,013,71,144,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123011,140401010400123,2. Urban,5713.99609375,14. Addis Ababa,04,01,01,04,001,23,011,9,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123023,140401010400123,2. Urban,214.99180603027344,14. Addis Ababa,04,01,01,04,001,23,023,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123035,140401010400123,2. Urban,3355.0009765625,14. Addis Ababa,04,01,01,04,001,23,035,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123047,140401010400123,2. Urban,2450.286376953125,14. Addis Ababa,04,01,01,04,001,23,047,7,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123059,140401010400123,2. Urban,3255.300537109375,14. Addis Ababa,04,01,01,04,001,23,059,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123071,140401010400123,2. Urban,575.63055419921875,14. Addis Ababa,04,01,01,04,001,23,071,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123083,140401010400123,2. Urban,214.99180603027344,14. Addis Ababa,04,01,01,04,001,23,083,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123095,140401010400123,2. Urban,2246.156005859375,14. Addis Ababa,04,01,01,04,001,23,095,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123107,140401010400123,2. Urban,1349.6319580078125,14. Addis Ababa,04,01,01,04,001,23,107,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123119,140401010400123,2. Urban,4156.765625,14. Addis Ababa,04,01,01,04,001,23,119,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123131,140401010400123,2. Urban,160.44911193847656,14. Addis Ababa,04,01,01,04,001,23,131,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123143,140401010400123,2. Urban,1669.1212158203125,14. Addis Ababa,04,01,01,04,001,23,143,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123155,140401010400123,2. Urban,2183.530029296875,14. Addis Ababa,04,01,01,04,001,23,155,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123167,140401010400123,2. Urban,1371.556396484375,14. Addis Ababa,04,01,01,04,001,23,167,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140401010400123179,140401010400123,2. Urban,3220.40576171875,14. Addis Ababa,04,01,01,04,001,23,179,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140405010400515008,140405010400515,2. Urban,757.15631103515625,14. Addis Ababa,04,05,01,04,005,15,008,1,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,,2. NO,,2. NO,
140405010400515021,140405010400515,2. Urban,928.60430908203125,14. Addis Ababa,04,05,01,04,005,15,021,1,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140405010400515033,140405010400515,2. Urban,2724.433837890625,14. Addis Ababa,04,05,01,04,005,15,033,4,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140405010400515045,140405010400515,2. Urban,162.45680236816406,14. Addis Ababa,04,05,01,04,005,15,045,2,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140405010400515057,140405010400515,2. Urban,1306.6156005859375,14. Addis Ababa,04,05,01,04,005,15,057,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,2. NO,,2. NO,
140405010400515069,140405010400515,2. Urban,2884.3837890625,14. Addis Ababa,04,05,01,04,005,15,069,3,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140405010400515082,140405010400515,2. Urban,2576.62548828125,14. Addis Ababa,04,05,01,04,005,15,082,2,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140405010400515094,140405010400515,2. Urban,1320.431396484375,14. Addis Ababa,04,05,01,04,005,15,094,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,2. NO,,2. NO,
140405010400515107,140405010400515,2. Urban,2287.85400390625,14. Addis Ababa,04,05,01,04,005,15,107,4,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140405010400515119,140405010400515,2. Urban,1944.8907470703125,14. Addis Ababa,04,05,01,04,005,15,119,4,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140405010400515125,140405010400515,2. Urban,904.4224853515625,14. Addis Ababa,04,05,01,04,005,15,125,7,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140405010400515137,140405010400515,2. Urban,1166.3909912109375,14. Addis Ababa,04,05,01,04,005,15,137,9,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140405010400515163,140405010400515,2. Urban,3385.454345703125,14. Addis Ababa,04,05,01,04,005,15,163,4,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140405010400515169,140405010400515,2. Urban,1263.786376953125,14. Addis Ababa,04,05,01,04,005,15,169,3,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140501010500113013,140501010500113,2. Urban,1839.0859375,14. Addis Ababa,05,01,01,05,001,13,013,3,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. Rarely (1 or 2 times),1. YES,2. Rarely (1 or 2 times),1. YES,2. Rarely (1 or 2 times)
140501010500113024,140501010500113,2. Urban,699.8624267578125,14. Addis Ababa,05,01,01,05,001,13,024,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140501010500113036,140501010500113,2. Urban,1915.5010986328125,14. Addis Ababa,05,01,01,05,001,13,036,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140501010500113047,140501010500113,2. Urban,2391.972900390625,14. Addis Ababa,05,01,01,05,001,13,047,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140501010500113060,140501010500113,2. Urban,124.81587982177734,14. Addis Ababa,05,01,01,05,001,13,060,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140501010500113093,140501010500113,2. Urban,223.53038024902344,14. Addis Ababa,05,01,01,05,001,13,093,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140501010500113115,140501010500113,2. Urban,492.6806640625,14. Addis Ababa,05,01,01,05,001,13,115,3,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,2. Rarely (1 or 2 times),1. YES,2. Rarely (1 or 2 times),1. YES,2. Rarely (1 or 2 times)
140501010500113127,140501010500113,2. Urban,2048.7451171875,14. Addis Ababa,05,01,01,05,001,13,127,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140501010500113138,140501010500113,2. Urban,152.7870330810547,14. Addis Ababa,05,01,01,05,001,13,138,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140501010500113160,140501010500113,2. Urban,1405.116943359375,14. Addis Ababa,05,01,01,05,001,13,160,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140501010500113171,140501010500113,2. Urban,377.57513427734375,14. Addis Ababa,05,01,01,05,001,13,171,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140504010500449026,140504010500449,2. Urban,945.0526123046875,14. Addis Ababa,05,04,01,05,004,49,026,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140504010500449035,140504010500449,2. Urban,846.2645263671875,14. Addis Ababa,05,04,01,05,004,49,035,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140504010500449044,140504010500449,2. Urban,822.95623779296875,14. Addis Ababa,05,04,01,05,004,49,044,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140504010500449069,140504010500449,2. Urban,932.01715087890625,14. Addis Ababa,05,04,01,05,004,49,069,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140504010500449079,140504010500449,2. Urban,1161.1474609375,14. Addis Ababa,05,04,01,05,004,49,079,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140504010500449081,140504010500449,2. Urban,3529.7099609375,14. Addis Ababa,05,04,01,05,004,49,081,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140504010500449098,140504010500449,2. Urban,2670.087158203125,14. Addis Ababa,05,04,01,05,004,49,098,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140504010500449107,140504010500449,2. Urban,116.23452758789062,14. Addis Ababa,05,04,01,05,004,49,107,5,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140504010500449125,140504010500449,2. Urban,120.59217071533203,14. Addis Ababa,05,04,01,05,004,49,125,4,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,2. NO,
140509010500925004,140509010500925,2. Urban,2760.296630859375,14. Addis Ababa,05,09,01,05,009,25,004,2,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,,2. NO,,2. NO,
